timestamp,user_id,session_id,usage_index,task_label,event_type,key,button,x,y
2025-11-21T02:35:28.038315,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:28.046520,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:28.053735,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:28.062490,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:28.070607,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:28.518236,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:28.596734,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:28.628674,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:28.655978,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:28.707677,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:28.739265,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:29.542482,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:29.554516,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:29.570169,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:29.574160,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:29.582485,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:29.598485,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:29.614462,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:29.638511,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:30.106490,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:30.126491,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:30.130484,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:30.138027,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:30.146856,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:30.162927,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:30.178979,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:30.194473,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:30.754666,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:31.042482,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:31.054580,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:31.066719,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:31.078653,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:31.089932,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:31.118825,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,846,482
2025-11-21T02:35:33.366211,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,832,526
2025-11-21T02:35:33.382669,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,832,526
2025-11-21T02:35:33.394175,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,832,526
2025-11-21T02:35:33.402787,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,832,526
2025-11-21T02:35:33.410789,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,832,526
2025-11-21T02:35:33.418618,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,832,526
2025-11-21T02:35:33.434024,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,832,526
2025-11-21T02:35:34.302904,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,883,573
2025-11-21T02:35:34.334491,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,883,573
2025-11-21T02:35:34.400072,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,882,574
2025-11-21T02:35:34.403392,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,882,574
2025-11-21T02:35:34.403769,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,882,574
2025-11-21T02:35:34.403769,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,882,574
2025-11-21T02:35:34.404871,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,881,576
2025-11-21T02:35:34.414653,1,20251121023501_1_m5sl,1,webtoon,mouse_scroll,,,881,576
2025-11-21T02:35:36.926494,1,20251121023501_1_m5sl,1,webtoon,mouse_down,,Button.left,592,1056
2025-11-21T02:35:37.002743,1,20251121023501_1_m5sl,1,webtoon,mouse_up,,Button.left,592,1056
2025-11-21T02:35:37.816968,1,20251121023501_1_m5sl,1,webtoon,mouse_down,,Button.left,476,939
2025-11-21T02:35:37.863485,1,20251121023501_1_m5sl,1,webtoon,mouse_up,,Button.left,476,939
2025-11-21T02:35:38.554410,1,20251121023501_1_m5sl,1,webtoon,mouse_down,,Button.left,1306,556
2025-11-21T02:35:38.618595,1,20251121023501_1_m5sl,1,webtoon,mouse_up,,Button.left,1306,556
2025-11-21T02:43:31.950955,1,20251121024329_1_5q3k,1,webtoon,mouse_down,,Button.left,254,163
2025-11-21T02:43:32.030763,1,20251121024329_1_5q3k,1,webtoon,mouse_up,,Button.left,254,163
2025-11-21T02:43:32.266910,1,20251121024329_1_5q3k,1,webtoon,mouse_down,,Button.left,256,150
