timestamp,user_id,session_id,usage_index,task_label,filename
2025-11-22T05:12:54.607306,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051252_071_0000.png
2025-11-22T05:12:57.441981,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051256_802_0001.png
2025-11-22T05:13:00.456700,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051259_627_0002.png
2025-11-22T05:13:03.621356,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051302_671_0003.png
2025-11-22T05:13:06.221299,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051305_834_0004.png
2025-11-22T05:13:08.873952,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051308_395_0005.png
2025-11-22T05:13:11.508734,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051311_074_0006.png
2025-11-22T05:13:14.264837,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051313_721_0007.png
2025-11-22T05:13:16.918077,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051316_463_0008.png
2025-11-22T05:13:19.548141,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051319_125_0009.png
2025-11-22T05:13:22.222854,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051321_741_0010.png
2025-11-22T05:13:24.854559,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051324_430_0011.png
2025-11-22T05:13:27.531297,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051327_078_0012.png
2025-11-22T05:13:30.225368,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051329_762_0013.png
2025-11-22T05:13:32.899351,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051332_451_0014.png
2025-11-22T05:13:35.540303,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051335_102_0015.png
2025-11-22T05:13:38.225205,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051337_757_0016.png
2025-11-22T05:13:40.869150,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051340_414_0017.png
2025-11-22T05:13:43.924874,1,20251122051251_1_4x8c,1,study,user1_sess20251122051251_1_4x8c_run1_20251122_051343_056_0018.png
2025-11-22T05:21:40.454393,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052137_949_0000.png
2025-11-22T05:21:43.669726,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052142_631_0001.png
2025-11-22T05:21:46.730764,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052145_856_0002.png
2025-11-22T05:21:49.610310,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052148_906_0003.png
2025-11-22T05:21:52.280554,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052151_800_0004.png
2025-11-22T05:21:54.902626,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052154_483_0005.png
2025-11-22T05:21:57.553371,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052157_101_0006.png
2025-11-22T05:22:00.224214,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052159_778_0007.png
2025-11-22T05:22:02.889709,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052202_442_0008.png
2025-11-22T05:22:05.547738,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052205_113_0009.png
2025-11-22T05:22:08.249638,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052207_751_0010.png
2025-11-22T05:22:10.912034,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052210_445_0011.png
2025-11-22T05:22:13.556911,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052213_105_0012.png
2025-11-22T05:22:16.207754,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052215_756_0013.png
2025-11-22T05:22:18.878843,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052218_416_0014.png
2025-11-22T05:22:21.518930,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052221_081_0015.png
2025-11-22T05:22:24.158754,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052223_724_0016.png
2025-11-22T05:22:26.899446,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052226_384_0017.png
2025-11-22T05:22:29.576196,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052229_126_0018.png
2025-11-22T05:22:32.240226,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052231_775_0019.png
2025-11-22T05:22:34.874772,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052234_418_0020.png
2025-11-22T05:22:37.533190,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052237_079_0021.png
2025-11-22T05:22:40.196738,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052239_756_0022.png
2025-11-22T05:22:42.881829,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052242_384_0023.png
2025-11-22T05:22:45.461979,1,20251122052137_1_3y8c,1,study,user1_sess20251122052137_1_3y8c_run1_20251122_052245_058_0024.png
2025-11-22T05:37:16.532256,1,20251122053714_1_v45a,1,study,user1_sess20251122053714_1_v45a_run1_20251122_053714_196_0000.png
2025-11-22T05:37:19.806578,1,20251122053714_1_v45a,1,study,user1_sess20251122053714_1_v45a_run1_20251122_053718_726_0001.png
